DC_DIST,SECTOR,DISPATCH_DATE_TIME,DISPATCH_DATE,DISPATCH_TIME,HOUR,DC_KEY,LOCATION_BLOCK,UCR_GENERAL,OBJECTID,TEXT_GENERAL_CODE,POINT_X,POINT_Y,SHAPE
01,H,2006-03-06 06:36:00,2006-03-06,06:36:00,,200601008011,S 26TH ST /PENROSE AVE,500,28745329,Burglary Non-Residential,-75.1939907,39.90564242,28692342
01,A,2006-03-06 10:12:00,2006-03-06,10:12:00,,200601008019,1500 BLOCK EMILY ST,600,28747051,Thefts,-75.17272707,39.92558163,28694064
01,J,2006-03-06 12:21:00,2006-03-06,12:21:00,,200601008033,2100 BLOCK ETTING TER,500,28753788,Burglary Residential,-75.19155107,39.92624723,28700801
01,L,2006-03-06 13:57:00,2006-03-06,13:57:00,,200601008045,3700 BLOCK SHEAFF LA,600,28850905,Thefts,-75.19302499999999,39.90166645,28797918
01,E,2006-03-06 14:19:00,2006-03-06,14:19:00,,200601008047,1600 BLOCK PORTER ST,600,28740040,Thefts,-75.17456397,39.91993298,28687053
01,A,2006-03-06 15:57:00,2006-03-06,15:57:00,,200601008054,1700 BLOCK MCKEAN ST,400,28749955,Aggravated Assault Firearm,-75.17518571,39.9263852,28696968
01,A,2006-03-06 17:16:00,2006-03-06,17:16:00,,200601008060,1700 BLOCK MCKEAN ST,400,28749956,Aggravated Assault Firearm,-75.17518571,39.9263852,28696969
01,E,2006-03-06 17:54:00,2006-03-06,17:54:00,,200601008068,1700 BLOCK JACKSON ST,700,28744530,Recovered Stolen Motor Vehicle,-75.17592534,39.9238671,28691543
01,F,2006-03-06 18:24:00,2006-03-06,18:24:00,,200601008072,2100 BLOCK S OPAL ST,400,28749957,Aggravated Assault Firearm,-75.17871228999999,39.92518341,28696970
01,J,2006-03-06 21:33:00,2006-03-06,21:33:00,,200601008096,2600 BLOCK JACKSON ST,400,28749958,Aggravated Assault Firearm,-75.18993532,39.9256873,28696971
01,K,2006-03-07 04:48:00,2006-03-07,04:48:00,,200601008121,2000 BLOCK PENROSE AVE,700,28880650,Recovered Stolen Motor Vehicle,-75.18239562,39.91301639,28827663
01,A,2006-03-07 10:35:00,2006-03-07,10:35:00,,200601008147,1800 BLOCK S 16TH ST,300,28766769,Robbery Firearm,-75.17235644,39.92727151,28713782
01,G,2006-03-07 12:29:00,2006-03-07,12:29:00,,200601008154,S 15TH ST /PACKER AV,600,28745954,Thefts,-75.17410117,39.91205215,28692967
01,I,2006-03-07 20:57:00,2006-03-07,20:57:00,,200601008191,3200 BLOCK S 17TH ST,500,28752398,Burglary Residential,-75.1775219,39.90883469,28699411
01,F,2006-03-07 23:26:00,2006-03-07,23:26:00,,200601008202,S 19TH ST /RITNER ST,600,28883368,Thefts,-75.17847017,39.92167381,28830381
01,F,2006-03-08 08:29:00,2006-03-08,08:29:00,,200601008229,1800 BLOCK SHUNK ST,700,28769347,Motor Vehicle Theft,-75.17820817,39.91904193,28716360
01,A,2006-03-08 14:45:00,2006-03-08,14:45:00,,200601008258,1500 BLOCK W PASSYUNK AV,700,28744531,Recovered Stolen Motor Vehicle,-75.17146743,39.92517474,28691544
01,K,2006-03-09 18:05:00,2006-03-09,18:05:00,,200601008371,2300 BLOCK OREGON AVE,600,28757727,Thefts,-75.18699961,39.91883469,28704740
01,C,2006-03-09 19:08:00,2006-03-09,19:08:00,,200601008379,1800 BLOCK S RINGGOLD ST,300,28736504,Robbery Firearm,-75.18579306,39.92987622,28683517
01,E,2006-03-09 20:33:00,2006-03-09,20:33:00,,200601008393,2300 BLOCK S BANCROFT ST,600,28745955,Thefts,-75.17427203,39.92155445,28692968
01,F,2006-03-09 22:35:00,2006-03-09,22:35:00,,200601008407,2100 BLOCK S 20TH ST,600,28747052,Thefts,-75.17936893,39.92529303,28694065
01,J,2006-03-10 01:36:00,2006-03-10,01:36:00,,200601008436,2200 BLOCK S HEMBERGER ST,400,28758302,Aggravated Assault No Firearm,-75.18415558,39.92488624,28705315
01,F,2006-03-10 10:20:00,2006-03-10,10:20:00,,200601008472,2600 BLOCK S 20TH ST,500,28746449,Burglary Non-Residential,-75.18064029,39.91934051,28693462
01,A,2006-03-10 12:22:00,2006-03-10,12:22:00,,200601008475,1600 BLOCK MOORE ST,600,28766428,Theft from Vehicle,-75.17218105,39.92843241,28713441
01,I,2006-03-10 12:01:00,2006-03-10,12:01:00,,200601008476,S BROAD ST /PATTISON AVE,400,28775445,Aggravated Assault Firearm,-75.17414358,39.90544274,28722458
01,F,2006-03-10 14:04:00,2006-03-10,14:04:00,,200601008484,1900 BLOCK W PASSYUNK AVE,300,28726118,Robbery No Firearm,-75.17906297,39.9237245,28673131
01,A,2006-03-10 16:34:00,2006-03-10,16:34:00,,200601008497,1600 BLOCK MC KEAN ST,700,28795693,Recovered Stolen Motor Vehicle,-75.17356992,39.92617674,28742706
01,E,2006-03-10 15:59:00,2006-03-10,15:59:00,,200601008499,2400 BLOCK S BOUVIER ST,600,28745956,Thefts,-75.17640984,39.9213849,28692969
01,E,2006-03-10 23:10:00,2006-03-10,23:10:00,,200601008567,S 16TH ST /SHUNK ST,300,28726119,Robbery No Firearm,-75.17430423,39.91857116,28673132
01,A,2006-03-11 07:08:00,2006-03-11,07:08:00,,200601008635,1800 BLOCK S BROAD ST,600,28883369,Thefts,-75.16915479,39.92740951,28830382
01,G,2006-03-11 08:02:00,2006-03-11,08:02:00,,200601008640,1600 BLOCK OREGON AVE,700,28795694,Recovered Stolen Motor Vehicle,-75.17463293,39.91713874,28742707
01,K,2006-03-11 11:21:00,2006-03-11,11:21:00,,200601008652,2000 BLOCK PENROSE AV,600,28747053,Thefts,-75.18201011,39.91310272,28694066
01,A,2006-03-11 14:51:00,2006-03-11,14:51:00,,200601008664,S 18TH ST /MIFFLIN ST,600,28771086,Theft from Vehicle,-75.17556518,39.92765148,28718099
01,B,2006-03-11 23:08:00,2006-03-11,23:08:00,,200601008735,2000 BLOCK S GARNET ST,400,28760582,Aggravated Assault No Firearm,-75.17807162,39.92640764,28707595
01,F,2006-03-12 11:35:00,2006-03-12,11:35:00,,200601008789,2300 BLOCK S 21ST ST,600,28745755,Theft from Vehicle,-75.18183695,39.92296338,28692768
01,J,2006-03-12 12:18:00,2006-03-12,12:18:00,,200601008791,2300 BLOCK S CROSKEY ST,600,28740041,Thefts,-75.1839305,39.9236428,28687054
01,F,2006-03-12 13:38:00,2006-03-12,13:38:00,,200601008795,1900 BLOCK OREGON AVE,600,28766229,Thefts,-75.18007058,39.91805817,28713242
01,J,2006-03-12 14:00:00,2006-03-12,14:00:00,,200601008800,2100 BLOCK MARSTON TER,400,28750435,Aggravated Assault Firearm,-75.1921328,39.92616939,28697448
01,E,2006-03-12 21:07:00,2006-03-12,21:07:00,,200601008845,1400 BLOCK SHUNK ST,300,28766633,Robbery No Firearm,-75.17115188,39.91811457,28713646
01,B,2006-03-13 02:23:00,2006-03-13,02:23:00,,200601008877,2000 BLOCK S BEECHWOOD ST,400,28758303,Aggravated Assault No Firearm,-75.18200499999999,39.92710019,28705316
01,J,2006-03-13 10:38:00,2006-03-13,10:38:00,,200601008904,2100 BLOCK MARSTON TER,400,28750436,Aggravated Assault Firearm,-75.1921328,39.92616939,28697449
01,E,2006-03-13 13:03:00,2006-03-13,13:03:00,,200601008920,2300 BLOCK S BROAD ST,700,28724744,Motor Vehicle Theft,-75.17047867,39.92139114,28671757
01,F,2006-03-13 14:32:00,2006-03-13,14:32:00,,200601008922,2600 BLOCK S 20TH ST,500,28747268,Burglary Non-Residential,-75.18064029,39.91934051,28694281
01,J,2006-03-13 16:38:00,2006-03-13,16:38:00,,200601008936,2400 BLOCK S 24TH ST,600,28745756,Theft from Vehicle,-75.18721504,39.92279354,28692769
01,K,2006-03-13 17:44:00,2006-03-13,17:44:00,,200601008944,2300 BLOCK OREGON AVE,600,28766230,Thefts,-75.18699961,39.91883469,28713243
01,B,2006-03-13 20:47:00,2006-03-13,20:47:00,,200601008967,1900 BLOCK S 20TH ST,700,28760755,Motor Vehicle Theft,-75.17882732,39.92771649,28707768
01,J,2006-03-14 00:24:00,2006-03-14,00:24:00,,200601008995,S 24TH ST & VARE AV,700,28744532,Recovered Stolen Motor Vehicle,-75.18825637,39.91976275,28691545
01,K,2006-03-14 09:27:00,2006-03-14,09:27:00,,200601009042,3100 BLOCK W PASSYUNK AV,600,28747054,Thefts,-75.19841087,39.92039075,28694067
01,C,2006-03-14 14:15:00,2006-03-14,14:15:00,,200601009064,2200 BLOCK MC KEAN ST,700,28744533,Recovered Stolen Motor Vehicle,-75.1825083,39.92723993,28691546
01,I,2006-03-14 16:41:00,2006-03-14,16:41:00,,200601009080,1800 BLOCK HARTRANFT ST,500,28856441,Burglary Residential,-75.18046092,39.90896663,28803454
01,J,2006-03-14 17:25:00,2006-03-14,17:25:00,,200601009082,2300 BLOCK OREGON AVE,600,28766231,Thefts,-75.18605724,39.91874807,28713244
01,J,2006-03-14 18:46:00,2006-03-14,18:46:00,,200601009099,2300 BLOCK JACKSON ST,700,28724745,Motor Vehicle Theft,-75.18469944,39.92500246,28671758
01,G,2006-03-14 20:45:00,2006-03-14,20:45:00,,200601009114,2700 BLOCK S COLORADO ST,600,28745117,Thefts,-75.17726736,39.91673922,28692130
01,F,2006-03-14 22:30:00,2006-03-14,22:30:00,,200601009128,2100 BLOCK S GARNET ST,300,28736505,Robbery Firearm,-75.17840351,39.92440778,28683518
01,J,2006-03-15 08:56:00,2006-03-15,08:56:00,,200601009157,2400 BLOCK S 28TH ST,600,28738749,Theft from Vehicle,-75.19339593,39.9230853,28685762
01,A,2006-03-15 11:09:00,2006-03-15,11:09:00,,200601009165,2000 BLOCK S BOUVIER ST,700,28744534,Recovered Stolen Motor Vehicle,-75.17534424,39.9263256,28691547
01,F,2006-03-15 14:42:00,2006-03-15,14:42:00,,200601009178,2000 BLOCK PASSYUNK AVE UNK AVE,300,28836396,Robbery No Firearm,-75.17966093,39.92360941,28783409
01,K,2006-03-15 15:11:00,2006-03-15,15:11:00,,200601009181,2200 BLOCK OREGON AV,600,28812916,Thefts,-75.18555273,39.91857827,28759929
01,J,2006-03-15 17:44:00,2006-03-15,17:44:00,,200601009197,2700 BLOCK WINTON TER,600,28850906,Thefts,-75.1918937,39.92513963,28797919
01,B,2006-03-15 20:52:00,2006-03-15,20:52:00,,200601009215,1800 BLOCK S 20TH ST,400,28750437,Aggravated Assault Firearm,-75.17861211,39.92877794,28697450
01,E,2006-03-15 21:38:00,2006-03-15,21:38:00,,200601009217,1500 BLOCK PORTER ST,700,28724746,Motor Vehicle Theft,-75.17299818,39.91964545,28671759
01,F,2006-03-16 05:49:00,2006-03-16,05:49:00,,200601009250,2000 BLOCK WOLF ST,600,28768029,Theft from Vehicle,-75.1798085,39.92308162,28715042
01,B,2006-03-16 09:54:00,2006-03-16,09:54:00,,200601009267,1800 BLOCK S 18TH ST,600,28738750,Theft from Vehicle,-75.17534902,39.92887039,28685763
01,J,2006-03-16 11:02:00,2006-03-16,11:02:00,,200601009272,2600 BLOCK JACKSON ST,700,28724747,Motor Vehicle Theft,-75.18986622,39.92568299,28671760
01,C,2006-03-16 14:00:00,2006-03-16,14:00:00,,200601009287,2700 BLOCK MIFFLIN ST,700,28744535,Recovered Stolen Motor Vehicle,-75.19050986,39.92952973,28691548
01,C,2006-03-17 10:03:00,2006-03-17,10:03:00,,200601009378,2400 BLOCK MOORE ST,700,28724748,Motor Vehicle Theft,-75.1852662,39.93011582,28671761
01,E,2006-03-17 10:26:00,2006-03-17,10:26:00,,200601009385,1600 BLOCK RITNER ST,600,28747055,Thefts,-75.17454161,39.92120872,28694068
01,A,2006-03-17 10:27:00,2006-03-17,10:27:00,,200601009387,2000 BLOCK S CHADWICK ST,600,28883370,Thefts,-75.17384799999999,39.92521779,28830383
01,C,2006-03-17 12:43:00,2006-03-17,12:43:00,,200601009395,2300 BLOCK MIFFLIN ST,400,28750438,Aggravated Assault Firearm,-75.18444994,39.92883734,28697451
01,K,2006-03-17 13:52:00,2006-03-17,13:52:00,,200601009401,2200 BLOCK OREGON AVE,600,28739992,Thefts,-75.18522687,39.91853796,28687005
01,B,2006-03-17 14:43:00,2006-03-17,14:43:00,,200601009408,2200 BLOCK OREGON AVE,600,28745957,Thefts,-75.18586476,39.91862433,28692970
01,E,2006-03-17 20:55:00,2006-03-17,20:55:00,,200601009453,2500 BLOCK S BROAD ST,700,28847615,Motor Vehicle Theft,-75.17091888,39.91938856,28794628
01,G,2006-03-17 22:36:00,2006-03-17,22:36:00,,200601009482,3000 BLOCK S BROAD ST,300,28855634,Robbery No Firearm,-75.17257646,39.91301256,28802647
01,G,2006-03-18 00:06:00,2006-03-18,00:06:00,,200601009487,2800 BLOCK S 15TH ST,300,28766634,Robbery No Firearm,-75.17319318,39.91643061,28713647
01,J,2006-03-18 10:41:00,2006-03-18,10:41:00,,200601009538,2100 BLOCK S 26TH ST,400,28959361,Aggravated Assault No Firearm,-75.18947783,39.9268638,28906374
01,A,2006-03-18 11:36:00,2006-03-18,11:36:00,,200601009545,1500 BLOCK W PASSYUNK AV,600,28738751,Theft from Vehicle,-75.17129648,39.92512114,28685764
01,K,2006-03-18 11:27:00,2006-03-18,11:27:00,,200601009550,2200 BLOCK OREGON AVE,600,28766232,Thefts,-75.18522687,39.91853796,28713245
01,E,2006-03-18 12:35:00,2006-03-18,12:35:00,,200601009557,1600 BLOCK SNYDER AVE,300,28736506,Robbery Firearm,-75.17296795,39.9248048,28683519
01,J,2006-03-18 15:19:00,2006-03-18,15:19:00,,200601009579,2300 BLOCK W PASSYUNK AV,600,28747056,Thefts,-75.18606949,39.92245952,28694069
01,E,2006-03-18 17:47:00,2006-03-18,17:47:00,,200601009608,2300 BLOCK S BANCROFT ST,500,28883240,Burglary Residential,-75.17416396,39.9215408,28830253
01,J,2006-03-18 19:59:00,2006-03-18,19:59:00,,200601009621,2700 BLOCK WINTON TER,400,28758304,Aggravated Assault No Firearm,-75.19183244,39.92517358,28705317
01,K,2006-03-18 21:12:00,2006-03-18,21:12:00,,200601009638,2300 BLOCK OREGON AVE,600,28737598,Thefts,-75.18621147,39.91868293,28684611
01,C,2006-03-19 06:25:00,2006-03-19,06:25:00,,200601009678,1800 BLOCK S 24TH ST,700,28745980,Motor Vehicle Theft,-75.18531358,39.92956111,28692993
01,E,2006-03-19 07:33:00,2006-03-19,07:33:00,,200601009682,1400 BLOCK WOLF ST,300,28775900,Robbery Firearm,-75.1713942,39.92209141,28722913
01,D,2006-03-20 09:06:00,2006-03-20,09:06:00,,200601009786,2900 BLOCK SNYDER AVE,500,28746447,Burglary Non-Residential,-75.19420429,39.92748692,28693460
01,F,2006-03-20 10:12:00,2006-03-20,10:12:00,,200601009791,2100 BLOCK W PASSYUNK AVE,700,28745981,Motor Vehicle Theft,-75.18177125,39.92335484,28692994
01,B,2006-03-20 10:36:00,2006-03-20,10:36:00,,200601009792,2100 BLOCK MC CLELLAN ST,700,28742325,Recovered Stolen Motor Vehicle,-75.18051965,39.92905073,28689338
01,J,2006-03-20 13:13:00,2006-03-20,13:13:00,,200601009809,2200 BLOCK OREGON AVE,600,28749688,Thefts,-75.18520617,39.91862045,28696701
01,D,2006-03-20 15:56:00,2006-03-20,15:56:00,,200601009826,1800 BLOCK S DOVER ST,300,28760107,Robbery Firearm,-75.19306592,39.93027015,28707120
01,M,2006-03-20 16:26:00,2006-03-20,16:26:00,,200601009830,700 BLOCK KITTY HAWK AVE,400,28740705,Aggravated Assault No Firearm,-75.1609678,39.89133323,28687718
01,K,2006-03-20 23:21:00,2006-03-20,23:21:00,,200601009888,2000 BLOCK PENROSE AVE,600,28746570,Theft from Vehicle,-75.18239562,39.91301639,28693583
01,I,2006-03-21 00:20:00,2006-03-21,00:20:00,,200601009892,1400 BLOCK CURTIN ST,600,28745992,Theft from Vehicle,-75.17311748,39.91048854,28693005
01,J,2006-03-21 10:08:00,2006-03-21,10:08:00,,200601009920,2100 BLOCK S 24TH ST,400,28877242,Aggravated Assault No Firearm,-75.18611106,39.92586458,28824255
01,K,2006-03-21 15:50:00,2006-03-21,15:50:00,,200601009956,2400 BLOCK OREGON AVE,600,28774394,Thefts,-75.18733948,39.91895526,28721407
01,J,2006-03-21 17:44:00,2006-03-21,17:44:00,,200601009968,2300 BLOCK OREGON AVE,600,28754032,Thefts,-75.18605724,39.91874807,28701045
01,K,2006-03-21 19:05:00,2006-03-21,19:05:00,,200601009983,2200 BLOCK OREGON AVE,600,28774873,Thefts,-75.18522687,39.91853796,28721886
01,J,2006-03-21 20:39:00,2006-03-21,20:39:00,,200601009994,2300 BLOCK S 24TH ST,400,28732270,Aggravated Assault No Firearm,-75.18662351,39.92359307,28679283
01,I,2006-03-22 08:02:00,2006-03-22,08:02:00,,200601010032,2100 BLOCK SORRENTO CT,600,28739145,Thefts,-75.18554372,39.90952331,28686158
01,C,2006-03-22 12:05:00,2006-03-22,12:05:00,,200601010058,2000 BLOCK S CROSKEY ST,400,28757339,Aggravated Assault Firearm,-75.18324673,39.92680031,28704352
01,F,2006-03-22 13:23:00,2006-03-22,13:23:00,,200601010068,2100 BLOCK S GARNET ST,500,28750879,Burglary Residential,-75.17828214,39.92544573,28697892
01,J,2006-03-22 18:59:00,2006-03-22,18:59:00,,200601010101,2200 BLOCK CANTRELL ST,600,28887621,Thefts,-75.1832909,39.9257136,28834634
01,J,2006-03-22 18:35:00,2006-03-22,18:35:00,,200601010103,S 25TH ST /W PASSYUNK AVE,700,28745982,Motor Vehicle Theft,-75.18890328,39.92197856,28692995
01,C,2006-03-22 20:02:00,2006-03-22,20:02:00,,200601010115,1800 BLOCK S ETTING ST,600,28747891,Thefts,-75.19116839,39.93040024,28694904
01,J,2006-03-22 20:28:00,2006-03-22,20:28:00,,200601010124,2400 BLOCK S 24TH ST,600,28741927,Thefts,-75.18701227,39.92224132,28688940
01,J,2006-03-22 21:26:00,2006-03-22,21:26:00,,200601010130,1800 BLOCK POINT BREEZE AVE,300,28760108,Robbery Firearm,-75.18387919,39.92997855,28707121
01,E,2006-03-22 22:29:00,2006-03-22,22:29:00,,200601010136,1500 BLOCK PORTER ST,500,28882737,Burglary Residential,-75.17368922,39.91973355,28829750
01,E,2006-03-23 00:38:00,2006-03-23,00:38:00,,200601010143,1600 BLOCK W PASSYUNK AVE,600,28887622,Thefts,-75.17404711,39.92470541,28834635
01,E,2006-03-23 11:29:00,2006-03-23,11:29:00,,200601010171,1600 BLOCK RITNER ST,400,28743110,Aggravated Assault No Firearm,-75.17377709,39.92103021,28690123
01,J,2006-03-23 14:38:00,2006-03-23,14:38:00,,200601010196,2400 BLOCK W PASSYUNK AV,600,28733328,Thefts,-75.18817785,39.92206238,28680341
01,C,2006-03-23 15:32:00,2006-03-23,15:32:00,,200601010199,2000 BLOCK S HEMBERGER ST,600,28733329,Thefts,-75.18364056,39.92734885,28680342
01,E,2006-03-23 17:35:00,2006-03-23,17:35:00,,200601010210,1700 BLOCK SHUNK ST,600,28746826,Theft from Vehicle,-75.17589391,39.91873485,28693839
01,B,2006-03-23 17:52:00,2006-03-23,17:52:00,,200601010212,2000 BLOCK MC KEAN ST,400,28757340,Aggravated Assault Firearm,-75.18066651,39.92709991,28704353
01,B,2006-03-23 17:08:00,2006-03-23,17:08:00,,200601010217,2000 BLOCK MC KEAN ST,400,28757341,Aggravated Assault Firearm,-75.17991482,39.92692152,28704354
01,A,2006-03-23 21:27:00,2006-03-23,21:27:00,,200601010255,S CHADWICK ST /MIFFLIN ST,300,28760109,Robbery Firearm,-75.173429,39.92737223,28707122
01,D,2006-03-23 21:38:00,2006-03-23,21:38:00,,200601010259,2100 BLOCK TANEY TER,500,28744146,Burglary Residential,-75.1909849,39.92636017,28691159
01,E,2006-03-24 14:06:00,2006-03-24,14:06:00,,200601010329,2600 BLOCK S CHADWICK ST,500,28741809,Burglary Residential,-75.17554748,39.91787835,28688822
01,A,2006-03-24 17:28:00,2006-03-24,17:28:00,,200601010348,S BROAD ST /SNYDER AVE,300,28740859,Robbery No Firearm,-75.1697474,39.92441851,28687872
01,E,2006-03-25 02:48:00,2006-03-25,02:48:00,,200601010438,1600 BLOCK RITNER ST,500,28750880,Burglary Residential,-75.1738464,39.92112391,28697893
01,E,2006-03-25 02:26:00,2006-03-25,02:26:00,,200601010443,2400 BLOCK S BROAD ST,500,28750881,Burglary Residential,-75.17079743,39.91994189,28697894
01,E,2006-03-25 09:12:00,2006-03-25,09:12:00,,200601010457,2500 BLOCK S BROAD ST,500,28774894,Burglary Non-Residential,-75.17092986,39.91933715,28721907
01,K,2006-03-25 14:50:00,2006-03-25,14:50:00,,200601010477,2300 BLOCK OREGON AVE,600,28749689,Thefts,-75.18699961,39.91883469,28696702
01,K,2006-03-25 16:16:00,2006-03-25,16:16:00,,200601010483,2300 BLOCK OREGON AVE,600,28749690,Thefts,-75.18699961,39.91883469,28696703
01,C,2006-03-25 15:27:00,2006-03-25,15:27:00,,200601010486,S CROSKEY ST /SNYDER AVE,400,28757342,Aggravated Assault Firearm,-75.18333244,39.92614397,28704355
01,C,2006-03-25 15:58:00,2006-03-25,15:58:00,,200601010487,S CROSKEY ST /MC KEAN ST,400,28757343,Aggravated Assault Firearm,-75.1830718,39.92735538,28704356
01,C,2006-03-25 19:19:00,2006-03-25,19:19:00,,200601010500,2000 BLOCK S CROSKEY ST,400,28757344,Aggravated Assault Firearm,-75.18318578,39.92656766,28704357
01,J,2006-03-25 19:19:00,2006-03-25,19:19:00,,200601010501,2200 BLOCK SNYDER AVE,400,28757345,Aggravated Assault Firearm,-75.18335584,39.92610426,28704358
01,J,2006-03-25 19:20:00,2006-03-25,19:20:00,,200601010502,2200 BLOCK SNYDER AVE,400,28757346,Aggravated Assault Firearm,-75.18340818,39.92611046,28704359
01,F,2006-03-26 01:16:00,2006-03-26,01:16:00,,200601010541,2300 BLOCK S 22ND ST,500,28770941,Burglary Residential,-75.18332259,39.92321696,28717954
01,E,2006-03-26 06:32:00,2006-03-26,06:32:00,,200601010565,1600 BLOCK RITNER ST,500,28813986,Burglary Non-Residential,-75.17377709,39.92103021,28760999
01,J,2006-03-26 08:18:00,2006-03-26,08:18:00,,200601010570,2300 BLOCK S 23RD ST,600,28746827,Theft from Vehicle,-75.18503613,39.92318201,28693840
01,J,2006-03-26 18:38:00,2006-03-26,18:38:00,,200601010612,2300 BLOCK WOLF ST,700,28734994,Motor Vehicle Theft,-75.18498127,39.92375301,28682007
01,E,2006-03-26 20:00:00,2006-03-26,20:00:00,,200601010617,S 15TH ST /WOLF ST,300,28804466,Robbery No Firearm,-75.17191802,39.92211348,28751479
01,H,2006-03-27 03:34:00,2006-03-27,03:34:00,,200601010660,2400 BLOCK PENROSE AV,600,28746571,Theft from Vehicle,-75.19102225,39.90711381,28693584
01,E,2006-03-27 06:49:00,2006-03-27,06:49:00,,200601010668,1400 BLOCK OREGON AVE,500,28785851,Burglary Non-Residential,-75.17248422,39.91707722,28732864
01,E,2006-03-27 05:40:00,2006-03-27,05:40:00,,200601010670,1400 BLOCK WOLF ST,500,28774895,Burglary Non-Residential,-75.1713942,39.92209141,28721908
01,A,2006-03-27 09:28:00,2006-03-27,09:28:00,,200601010679,2100 BLOCK S BOUVIER ST,600,28755552,Theft from Vehicle,-75.17559428,39.92510122,28702565
01,J,2006-03-27 12:39:00,2006-03-27,12:39:00,,200601010698,2300 BLOCK OREGON AVE,600,28774874,Thefts,-75.18605724,39.91874807,28721887
01,K,2006-03-27 16:37:00,2006-03-27,16:37:00,,200601010714,2200 BLOCK OREGON AV,600,28757046,Thefts,-75.18492989,39.91848436,28704059
01,F,2006-03-27 16:43:00,2006-03-27,16:43:00,,200601010717,2300 BLOCK S WOODSTOCK ST,300,28740860,Robbery No Firearm,-75.18042143,39.92317488,28687873
01,J,2006-03-27 17:56:00,2006-03-27,17:56:00,,200601010723,2700 BLOCK WOLF ST,400,28757347,Aggravated Assault Firearm,-75.19084473,39.92412037,28704360
01,B,2006-03-27 21:02:00,2006-03-27,21:02:00,,200601010745,1800 BLOCK MIFFLIN ST,400,28771667,Aggravated Assault No Firearm,-75.17606571,39.92775784,28718680
01,B,2006-03-28 02:32:00,2006-03-28,02:32:00,,200601010770,2000 BLOCK S 19TH ST,600,28746572,Theft from Vehicle,-75.1776106,39.92542988,28693585
01,F,2006-03-28 09:51:00,2006-03-28,09:51:00,,200601010805,2000 BLOCK JACKSON ST,600,28746573,Theft from Vehicle,-75.17953554,39.92433501,28693586
01,J,2006-03-28 11:50:00,2006-03-28,11:50:00,,200601010811,2200 BLOCK S HEMBERGER ST,400,28757348,Aggravated Assault Firearm,-75.18431009,39.92419332,28704361
01,K,2006-03-28 15:22:00,2006-03-28,15:22:00,,200601010849,2300 BLOCK OREGON AVE,600,28749691,Thefts,-75.18699961,39.91883469,28696704
01,B,2006-03-28 18:09:00,2006-03-28,18:09:00,,200601010876,2000 BLOCK EMILY ST,700,28742326,Recovered Stolen Motor Vehicle,-75.17964697,39.92654502,28689339
01,J,2006-03-28 22:30:00,2006-03-28,22:30:00,,200601010912,2400 BLOCK RITNER ST,500,28744147,Burglary Residential,-75.18721184,39.92276761,28691160
01,A,2006-03-29 02:33:00,2006-03-29,02:33:00,,200601010932,1400 BLOCK SNYDER AVE,400,28740706,Aggravated Assault No Firearm,-75.1704006,39.92451308,28687719
01,A,2006-03-29 05:38:00,2006-03-29,05:38:00,,200601010937,1500 BLOCK EMILY ST,400,28772005,Aggravated Assault No Firearm,-75.17272707,39.92558163,28719018
01,A,2006-03-29 08:40:00,2006-03-29,08:40:00,,200601010949,1800 BLOCK S ROSEWOOD ST,700,28768063,Motor Vehicle Theft,-75.16990848,39.92706725,28715076
01,E,2006-03-29 15:42:00,2006-03-29,15:42:00,,200601010987,S CHADWICK ST /WOLF ST,600,28733330,Thefts,-75.17452265,39.92244774,28680343
01,F,2006-03-29 16:20:00,2006-03-29,16:20:00,,200601010995,S 20TH ST /PORTER ST,300,28740861,Robbery No Firearm,-75.18031699,39.92062907,28687874
01,J,2006-03-29 17:26:00,2006-03-29,17:26:00,,200601011006,2300 BLOCK WOLF ST,600,28746828,Theft from Vehicle,-75.18498127,39.92375301,28693841
01,F,2006-03-29 20:49:00,2006-03-29,20:49:00,,200601011031,S 22ND ST /OREGON AVE,700,28734995,Motor Vehicle Theft,-75.18440515,39.91845186,28682008
01,E,2006-03-29 21:13:00,2006-03-29,21:13:00,,200601011036,1700 BLOCK SNYDER AVE,600,28741928,Thefts,-75.17531727,39.92505623,28688941
01,J,2006-03-30 01:11:00,2006-03-30,01:11:00,,200601011056,1900 BLOCK S BONSALL ST,700,28742327,Recovered Stolen Motor Vehicle,-75.18450788,39.92876411,28689340
01,B,2006-03-30 01:54:00,2006-03-30,01:54:00,,200601011062,1900 BLOCK MOORE ST,400,28743111,Aggravated Assault No Firearm,-75.17821203,39.92920659,28690124
01,A,2006-03-30 07:54:00,2006-03-30,07:54:00,,200601011082,1900 BLOCK S 16TH ST,700,28755424,Recovered Stolen Motor Vehicle,-75.17263581,39.92649846,28702437
01,E,2006-03-30 08:14:00,2006-03-30,08:14:00,,200601011084,S 18TH ST /PORTER ST,300,28740862,Robbery No Firearm,-75.17717007,39.92022761,28687875
01,F,2006-03-30 08:45:00,2006-03-30,08:45:00,,200601011085,2100 BLOCK RITNER ST,600,28851174,Thefts,-75.18260429,39.92215945,28798187
01,C,2006-03-30 09:16:00,2006-03-30,09:16:00,,200601011089,2200 BLOCK MC CLELLAN ST,600,28851175,Thefts,-75.18209862,39.92925616,28798188
01,E,2006-03-30 09:17:00,2006-03-30,09:17:00,,200601011090,2100 BLOCK S COLORADO ST,700,28742328,Recovered Stolen Motor Vehicle,-75.17538625,39.92440211,28689341
